ticker,news_date,news_title,price_prev_close,volume_event_day,day_of_week,month,year,return_1d,return_intraday,title_length,return_2d,price_event_open,price_event_close,price_1d_after,impact_class,geo_region,geo_event_type,news_type,sentiment,sentiment_class,sentiment_price_mismatch,volume_ratio,abs_return_intraday,abs_return_1d
DAL,2009-12-15 18:22:00,IATA Forecasts $5.6 Billion Net Loss For Airline Industry In 2010,10.949999809265137,14941800.0,1,12,2009,0.0639269243340847,0.0552535922812501,65,0.0593607838837226,11.039999961853027,11.649999618530272,11.600000381469728,positive,Global,airline,airline,0.0,neutral,0,1.1077032460191802,0.0552535922812501,0.0639269243340847
DAL,2009-12-28 15:52:00,"Barron’s Reports That Delta Executives Sell Share Worth $2.9 Million (DAL, CAL, AMR)",11.289999961853027,9232300.0,0,12,2009,0.0035429550033819,0.017969434609946,84,0.0070859100067635,11.130000114440918,11.329999923706056,11.369999885559082,neutral,Global,airline,airline,0.3,positive,0,0.6844321753887,0.017969434609946,0.0035429550033819
JBLU,2009-12-31 16:45:00,"Airline Stocks Decline As Oil Hits $80 (AMR, CAL, JBLU) ",5.449999809265137,8940400.0,3,12,2009,0.0201835114429547,0.0036101048852397,56,0.0752294199262643,5.539999961853027,5.559999942779541,5.860000133514404,positive,Global,airline,airline,0.0,neutral,0,1.279988418732149,0.0036101048852397,0.0201835114429547
DAL,2010-01-12 14:49:00,"American Airlines Raises Offer For Japan Airlines To $1.4 Billion, (AMR, JALSY, DAL)",12.539999961853027,11763200.0,1,1,2010,0.0247209266794042,0.0255387594028827,84,0.0502392437286595,12.529999732971191,12.850000381469728,13.170000076293944,positive,Global,airline,airline,0.0,neutral,0,0.8720592447745802,0.0255387594028827,0.0247209266794042
ALK,2010-01-15 15:57:00,Alaska Air Group Inc. (ALK) Downgraded To Hold Rating,9.015000343322754,1736400.0,4,1,2010,0.0307819399162988,0.0270792920537186,53,0.0260676259265265,9.047499656677246,9.292499542236328,9.25,positive,Global,airline,airline,0.0,neutral,0,0.989643980355958,0.0270792920537186,0.0307819399162988
JBLU,2010-01-28 16:53:00,JetBlue (JBLU) Back To Profitable Ways,5.110000133514404,20523500.0,3,1,2010,-0.0332681158223429,-0.0481695563090011,38,-0.0176125538623015,5.190000057220459,4.940000057220459,5.019999980926514,negative,Global,airline,airline,0.0,neutral,0,2.9383296398202834,0.0481695563090011,0.0332681158223429
DAL,2010-02-15 22:30:00,"United Airlines, Inc. May Resume Merger Talks With Continental Airlines, Inc. (UAUA, CAL, DAL)",12.25,7985600.0,0,2,2010,0.0187754728356186,0.0121654192585903,94,0.0391836361009247,12.329999923706056,12.479999542236328,12.729999542236328,neutral,Global,airline,airline,0.0,neutral,0,0.5920086630399796,0.0121654192585903,0.0187754728356186
DAL,2010-02-26 01:14:00,"Delta Air Lines, Inc.’s (DAL) Price Target Raised",12.920000076293944,8057800.0,4,2,2010,0.0193498450869755,0.0185614667790915,49,-0.0108359398216745,12.93000030517578,13.170000076293944,12.779999732971191,neutral,Global,airline,airline,0.0,neutral,0,0.5973611757467876,0.0185614667790915,0.0193498450869755
DAL,2010-03-10 17:58:00,"Airline Shares Rise After UBS Raises Target Prices (AMR, DAL, CAL, UAUA)",13.300000190734863,10470400.0,2,3,2010,-0.0233083018925558,-0.0144158216736157,72,-0.0353383654352292,13.18000030517578,12.989999771118164,12.829999923706056,negative,Global,airline,airline,0.0,neutral,0,0.7762181308222051,0.0144158216736157,0.0233083018925558
DAL,2010-03-18 20:35:00,Optimistic Reports From The Delivery Services Industry Bodes Well For This Transportation ETF,13.109999656677246,9765000.0,3,3,2010,-0.0411899295190286,0.0,93,-0.0030511031960746,12.56999969482422,12.56999969482422,13.06999969482422,negative,Global,airline,airline,0.0,neutral,0,0.7239236368695402,0.0,0.0411899295190286
JBLU,2010-04-01 20:01:00,Citigroup Analyst Sees Upside At JetBlue Airways (JBLU),5.730000019073486,5859000.0,3,4,2010,-0.0122164348042525,-0.0190641479857927,55,0.0052356386925807,5.769999980926514,5.659999847412109,5.760000228881836,neutral,Global,airline,airline,0.0,neutral,0,0.8388273617904861,0.0190641479857927,0.0122164348042525
DAL,2010-04-01 20:05:00,"Invest Like $4 Billion Man, David Tepper (BAC, WFC, C, FITB, STI, HIG, UAUA, DAL)",14.6899995803833,12949300.0,3,4,2010,-0.01837981700489,-0.01837981700489,81,-0.0020421874627724,14.6899995803833,14.420000076293944,14.65999984741211,neutral,Global,airline,airline,0.0,neutral,0,0.9599902049067831,0.01837981700489,0.01837981700489
JBLU,2010-04-09 07:37:00,Will A US Airways-United Airlines Merger Work?,5.840000152587891,5496500.0,4,4,2010,0.0068493083575181,-0.0016977508100767,46,0.0873287223834541,5.889999866485596,5.880000114440918,6.349999904632568,neutral,Global,airline,airline,0.0,neutral,0,0.7869285874861592,0.0016977508100767,0.0068493083575181
JBLU,2010-04-14 17:29:00,"Delta Signs A Code-Sharing Deal (DAL, AMR, JBLU)",6.710000038146973,13543000.0,2,4,2010,-0.0074515932117149,0.0015037220904167,48,-0.0119224922878163,6.650000095367432,6.659999847412109,6.630000114440918,neutral,Global,airline,airline,0.0,neutral,0,1.9389382080096522,0.0015037220904167,0.0074515932117149
JBLU,2010-04-14 18:06:00,Hudson Securities Raises Prices Target For JetBlue Airways Corporation (JBLU),6.710000038146973,13543000.0,2,4,2010,-0.0074515932117149,0.0015037220904167,77,-0.0119224922878163,6.650000095367432,6.659999847412109,6.630000114440918,neutral,Global,airline,airline,0.0,neutral,0,1.9389382080096522,0.0015037220904167,0.0074515932117149
JBLU,2010-04-19 20:25:00,"Southwest Airlines Strikes 52-Week High (LUV, PM, JBLU)",6.699999809265137,7251600.0,0,4,2010,0.0014925715173912,-0.0059259202745225,55,-0.0298507186505536,6.75,6.710000038146973,6.5,neutral,Global,airline,airline,0.16,positive,0,1.0382045565386395,0.0059259202745225,0.0014925715173912
DAL,2010-04-20 12:15:00,“Stop Trading:” Cramer Says Airline Stocks To Suffer Till Flights To Europe Affected By Volcanic Ash Resume,13.15999984741211,25576200.0,1,4,2010,-0.0448328388623736,-0.0598354672836564,107,-0.0607902887546143,13.369999885559082,12.56999969482422,12.359999656677246,negative,Global,airline,airline,0.0,neutral,0,1.8960794389454925,0.0598354672836564,0.0448328388623736
DAL,2010-04-20 12:46:00,US Stock Futures Rise Marginally Even As GS Is Hit By A Fresh Investigation,13.15999984741211,25576200.0,1,4,2010,-0.0448328388623736,-0.0598354672836564,75,-0.0607902887546143,13.369999885559082,12.56999969482422,12.359999656677246,negative,Global,airline,airline,0.3,positive,1,1.8960794389454925,0.0598354672836564,0.0448328388623736
DAL,2010-04-20 19:21:00,"UBS Maintains Buy Rating On Delta Air Lines, Inc. (DAL)",13.15999984741211,25576200.0,1,4,2010,-0.0448328388623736,-0.0598354672836564,55,-0.0607902887546143,13.369999885559082,12.56999969482422,12.359999656677246,negative,Global,airline,airline,0.0,neutral,0,1.8960794389454925,0.0598354672836564,0.0448328388623736
DAL,2010-04-20 22:12:00,Delta Airlines Lost $20 Million Due To Volcano Eruption (DAL),13.15999984741211,25576200.0,1,4,2010,-0.0448328388623736,-0.0598354672836564,61,-0.0607902887546143,13.369999885559082,12.56999969482422,12.359999656677246,negative,Global,airline,airline,-0.125,negative,0,1.8960794389454925,0.0598354672836564,0.0448328388623736
ALK,2010-04-22 13:47:00,Alaska Air Group (ALK) Swings To Profit,10.5024995803833,2796400.0,3,4,2010,0.0423709275199318,0.0245671313950732,39,0.0683171354736985,10.6850004196167,10.947500228881836,11.220000267028809,positive,Global,airline,airline,0.0,neutral,0,1.5937804806884364,0.0245671313950732,0.0423709275199318
DAL,2010-04-30 11:58:00,"Continental And United To Announce Merger (CAL, UAUA, DAL) ",12.079999923706056,12473500.0,4,4,2010,0.04221856226017,0.023577232305368,59,-0.0264900411295736,12.300000190734863,12.59000015258789,11.760000228881836,positive,Global,airline,airline,0.0,neutral,0,0.9247169978998678,0.023577232305368,0.04221856226017
JBLU,2010-05-10 13:08:00,Citigroup Maintains Buy Rating On JetBlue Airways Corporation (JBLU),5.679999828338623,6514700.0,0,5,2010,0.0035211235089708,0.0017574256492297,68,0.0369718388192974,5.690000057220459,5.699999809265137,5.889999866485596,neutral,Global,airline,airline,0.0,neutral,0,0.9327032964424782,0.0017574256492297,0.0035211235089708
JBLU,2010-05-10 21:12:00,JetBlue (JBLU) To Give Away Last Minute Seats For $10,5.679999828338623,6514700.0,0,5,2010,0.0035211235089708,0.0017574256492297,53,0.0369718388192974,5.690000057220459,5.699999809265137,5.889999866485596,neutral,Global,airline,airline,0.0,neutral,0,0.9327032964424782,0.0017574256492297,0.0035211235089708
JBLU,2010-05-11 12:40:00,The JetBlue $10 Ticket And The Return Of Airline Price Wars,5.699999809265137,8543200.0,1,5,2010,0.0333333444874192,0.027923184446687,59,0.0192982696833784,5.730000019073486,5.889999866485596,5.809999942779541,positive,Global,airline,airline,0.0,neutral,0,1.2231216789978632,0.027923184446687,0.0333333444874192
DAL,2010-05-25 18:24:00,St. Joe Opens New Florida Airport - Analyst Blog,13.84000015258789,16419800.0,1,5,2010,0.0007225598823398,-0.0085898270053936,48,0.007947951984428,13.970000267028809,13.850000381469728,13.949999809265137,neutral,Global,airline,airline,0.1363636363636363,positive,0,1.2172740740061931,0.0085898270053936,0.0007225598823398
DAL,2010-06-14 10:37:00,Deutsche Bank Initiates DAL With Buy,13.6899995803833,12452700.0,0,6,2010,0.0219138203016996,0.0071993826726924,36,0.0284879733584211,13.890000343322754,13.989999771118164,14.079999923706056,positive,Global,airline,airline,0.0,neutral,0,0.9231749997793469,0.0071993826726924,0.0219138203016996
DAL,2010-06-14 12:12:00,"Deutsche Bank Initiates Coverage on 14 Airlines, Many With Buy Ratings (AMR, LUV, UAUA, DAL, CAL)",13.6899995803833,12452700.0,0,6,2010,0.0219138203016996,0.0071993826726924,97,0.0284879733584211,13.890000343322754,13.989999771118164,14.079999923706056,positive,Global,airline,airline,0.5,positive,0,0.9231749997793469,0.0071993826726924,0.0219138203016996
JBLU,2010-06-14 13:43:00,JetBlue Opens 5.31% Higher On Upgrade By BofA,6.630000114440918,12255300.0,0,6,2010,-0.0045249184450247,-0.0207714942492304,45,-0.0196078600598757,6.739999771118164,6.599999904632568,6.5,neutral,Global,airline,airline,0.25,positive,1,1.7545794447774268,0.0207714942492304,0.0045249184450247
JBLU,2010-06-16 12:06:00,Will The Pilot’s Strike Push Spirit Into Bankruptcy?,6.5,7987000.0,2,6,2010,-0.0153846007127028,-0.0243902208548367,52,0.0015384967510516,6.559999942779541,6.400000095367432,6.510000228881836,neutral,Global,airline,airline,0.0,neutral,0,1.1434910630859554,0.0243902208548367,0.0153846007127028
DAL,2010-07-19 11:17:00,Airlines Set To Fly To Near Record High Revenues For Second Quarter  Read more: Airlines Set To Fly To Near Record High Revenues For Second Quarter,11.380000114440918,9408900.0,0,7,2010,0.0131809856785438,0.0313058513632937,147,-0.0421793050161342,11.18000030517578,11.529999732971191,10.899999618530272,neutral,Global,airline,airline,0.2911111111111111,positive,0,0.6975243325081225,0.0313058513632937,0.0131809856785438
DAL,2010-07-19 14:18:00,"Delta Plans To Cut Fleet By Another 20 Planes, But System Capacity Will Be Up 1% To 3% In 2011",11.380000114440918,9408900.0,0,7,2010,0.0131809856785438,0.0313058513632937,94,-0.0421793050161342,11.18000030517578,11.529999732971191,10.899999618530272,neutral,Global,airline,airline,0.0,neutral,0,0.6975243325081225,0.0313058513632937,0.0131809856785438
DAL,2010-07-19 15:18:00,The transportation index is one of the most important sectors in the stock market. Many traders and investors will follow the transportation index very closely for clues to whether the economy is growing or contracting. Remember everything that we buy has,11.380000114440918,9408900.0,0,7,2010,0.0131809856785438,0.0313058513632937,255,-0.0421793050161342,11.18000030517578,11.529999732971191,10.899999618530272,neutral,Global,airline,airline,0.3999999999999999,positive,0,0.6975243325081225,0.0313058513632937,0.0131809856785438
JBLU,2010-07-22 11:40:00,JetBlue Q2 Earnings Exceed Targets,6.380000114440918,6644600.0,3,7,2010,0.0031347931924396,-0.0046655884560019,34,0.0156739659621983,6.429999828338623,6.400000095367432,6.480000019073486,neutral,Global,airline,airline,0.0,neutral,0,0.9513009537724977,0.0046655884560019,0.0031347931924396
ALK,2010-07-23 13:05:00,Dahlman Rose Ups Estimates and Price Target On Alaska Air (ALK),12.5,2729200.0,4,7,2010,0.0376000213623046,0.0297737190988137,63,0.0191999816894531,12.595000267028809,12.970000267028809,12.739999771118164,positive,Global,airline,airline,0.6,positive,0,1.555480506327736,0.0297737190988137,0.0376000213623046
JBLU,2010-07-23 15:46:00,Dahlman Rose & Co. Reiterates Hold Rating on JetBlue Corp. (JBLU),6.400000095367432,9448000.0,4,7,2010,0.0124999878928067,0.0236966978160104,65,-0.0078125296859066,6.329999923706055,6.480000019073486,6.349999904632568,neutral,Global,airline,airline,0.6,positive,0,1.352661019661463,0.0236966978160104,0.0124999878928067
DAL,2010-08-12 13:24:00,Dahlman Rose Reiterates Buy Rating on Delta Air Lines (DAL),11.479999542236328,5167200.0,3,8,2010,0.0060976177081709,0.0149384951304367,59,0.0,11.380000114440918,11.550000190734863,11.479999542236328,neutral,Global,airline,airline,0.6,positive,0,0.3830679177093997,0.0149384951304367,0.0060976177081709
DAL,2010-08-13 13:50:00,Welcome to 2010: Delta to Offer Flight Bookings on Facebook (DAL),11.550000190734863,4548300.0,4,8,2010,-0.0060606621075805,-0.0043365300861094,65,-0.0164502624173141,11.529999732971191,11.479999542236328,11.359999656677246,neutral,Global,airline,airline,0.8,positive,1,0.3371860601714009,0.0043365300861094,0.0060606621075805
DAL,2010-08-19 14:45:00,Last-Minute Labor Day Weekend Deals Abound,10.779999732971191,7988600.0,3,8,2010,-0.0231910951941271,-0.0140449969961044,42,-0.0287569084991934,10.68000030517578,10.529999732971191,10.470000267028809,negative,Global,airline,airline,0.0,neutral,0,0.5922310666150546,0.0140449969961044,0.0231910951941271
DAL,2010-08-26 15:54:00,Delta Launches Tender Offers - Analyst Blog,10.039999961853027,10308000.0,3,8,2010,0.0418326770806509,0.0397613918335715,43,0.0328685184222997,10.0600004196167,10.460000038146973,10.369999885559082,positive,Global,airline,airline,0.1,neutral,0,0.7641786839581383,0.0397613918335715,0.0418326770806509
DAL,2010-08-30 17:39:00,UAUA-CAL Gets U.S. Approval - Analyst Blog,10.369999885559082,5834800.0,0,8,2010,0.0086788961987571,0.017509757767645,42,0.0298939655774146,10.279999732971191,10.460000038146973,10.68000030517578,neutral,Global,airline,airline,0.0,neutral,0,0.4325601266161181,0.017509757767645,0.0086788961987571
DAL,2010-09-07 13:06:00,Delta's August Traffic Increases - Analyst Blog,10.670000076293944,6849500.0,1,9,2010,0.0018743677550472,0.0028142339024961,47,-0.0037488248891296,10.65999984741211,10.6899995803833,10.630000114440918,neutral,Global,airline,airline,0.0,neutral,0,0.5077844291590288,0.0028142339024961,0.0018743677550472
DAL,2010-09-07 16:10:00,Dahlman Rose Gives Airline & Aircraft Industry Update,10.670000076293944,6849500.0,1,9,2010,0.0018743677550472,0.0028142339024961,53,-0.0037488248891296,10.65999984741211,10.6899995803833,10.630000114440918,neutral,Global,airline,airline,0.6,positive,0,0.5077844291590288,0.0028142339024961,0.0018743677550472
DAL,2010-09-09 14:33:00,Sky Traffic Rises in August - Analyst Blog,10.630000114440918,5673200.0,3,9,2010,-0.0084666182143897,-0.0121837032344305,42,0.0018814208724404,10.670000076293944,10.539999961853027,10.649999618530272,neutral,Global,airline,airline,0.0,neutral,0,0.4205799873720712,0.0121837032344305,0.0084666182143897
DAL,2010-09-09 16:01:00,"Hawaiian, Delta Sign Agreement ",10.630000114440918,5673200.0,3,9,2010,-0.0084666182143897,-0.0121837032344305,31,0.0018814208724404,10.670000076293944,10.539999961853027,10.649999618530272,neutral,Global,airline,airline,0.0,neutral,0,0.4205799873720712,0.0121837032344305,0.0084666182143897
DAL,2010-09-14 18:50:00,Dahlman Rose Raises 3Q Estimates On Improved Margin,11.18000030517578,8238400.0,1,9,2010,0.0286225121725691,0.0249554123268607,51,0.0357781402157115,11.220000267028809,11.5,11.579999923706056,positive,Global,airline,airline,0.6,positive,0,0.6107498709663103,0.0249554123268607,0.0286225121725691
DAL,2010-09-15 13:42:00,Delta to Grow on High Travel Demand - Analyst Blog,11.5,8944400.0,2,9,2010,0.0069565151048744,0.0131233258552367,50,-0.0278260604194974,11.43000030517578,11.579999923706056,11.18000030517578,neutral,Global,airline,airline,0.16,positive,0,0.6630888456339903,0.0131233258552367,0.0069565151048744
DAL,2010-09-20 13:12:00,Shareholder Nod on UAUA-CAL Merger - Analyst Blog,11.550000190734863,9052900.0,0,9,2010,0.0346320010324453,0.0275150207803417,49,-0.0112554209778457,11.630000114440918,11.949999809265137,11.420000076293944,positive,Global,airline,airline,0.0,neutral,0,0.6711324415992074,0.0275150207803417,0.0346320010324453
JBLU,2010-09-21 17:33:00,JetBlue Initiated at Neutral - Analyst Blog,5.929999828338623,4939700.0,1,9,2010,-0.0286677241784027,-0.0153845602081911,43,-0.0455311954034504,5.849999904632568,5.760000228881836,5.659999847412109,negative,Global,airline,airline,0.0,neutral,0,0.7072120701547131,0.0153845602081911,0.0286677241784027
DAL,2010-09-27 17:36:00,JetBlue Rises Above the Storm (JBLU),11.390000343322754,7828900.0,0,9,2010,0.0175592452358778,0.0220458550825458,36,0.0175592452358778,11.34000015258789,11.59000015258789,11.59000015258789,neutral,Global,airline,airline,0.0,neutral,0,0.5803917829685553,0.0220458550825458,0.0175592452358778
ALK,2010-09-28 11:36:00,"Airline Merger Losers–Passengers, Workers, And Boeing",12.40999984741211,2074400.0,1,9,2010,0.025785632454375,0.0286868316958649,53,0.0280015996522817,12.375,12.729999542236328,12.75749969482422,positive,Global,airline,airline,0.0,neutral,0,1.1822837323487672,0.0286868316958649,0.025785632454375
DAL,2010-10-04 16:01:00,DAL Falls On Downgrade In Rating,11.510000228881836,12624100.0,0,10,2010,0.027801884314585,0.0224719304874438,32,0.0234578191763932,11.56999969482422,11.829999923706056,11.779999732971191,positive,Global,airline,airline,0.0,neutral,0,0.9358816573686393,0.0224719304874438,0.027801884314585
DAL,2010-10-05 13:04:00,Delta Air Lines Completes $750 Million in Delevering Initiatives,11.829999923706056,10124100.0,1,10,2010,-0.00422655883832,-0.0075821527763773,64,-0.0050718061140602,11.869999885559082,11.779999732971191,11.770000457763672,neutral,Global,airline,airline,0.0,neutral,0,0.750545344806033,0.0075821527763773,0.00422655883832
ALK,2010-10-05 20:08:00,Dahlman Rose Reiterates Buy Rating on Alaska Air (ALK),12.21500015258789,1043600.0,1,10,2010,-0.0022513427952814,-0.0026595962617528,54,-0.0483012808201146,12.220000267028809,12.1875,11.625,neutral,Global,airline,airline,0.6,positive,1,0.5947894827801645,0.0026595962617528,0.0022513427952814
DAL,2010-10-07 15:15:00,Long PAG At $13.35,11.770000457763672,13098100.0,3,10,2010,-0.0314359239458943,-0.0264731356624108,18,-0.0450297932058202,11.710000038146973,11.399999618530272,11.239999771118164,negative,Global,airline,airline,-0.05,neutral,0,0.9710214222305094,0.0264731356624108,0.0314359239458943
DAL,2010-10-19 21:30:00,Important Earnings Tomorrow ,11.699999809265137,30285400.0,1,10,2010,0.1085470494416562,0.0400962300956817,28,0.1564102524392258,12.470000267028809,12.970000267028809,13.529999732971191,positive,Global,airline,airline,0.4,positive,0,2.245193744193423,0.0400962300956817,0.1085470494416562
DAL,2010-10-20 11:35:00,Delta Air Lines Announces $929 Million Profit,12.970000267028809,20095600.0,2,10,2010,0.0431765192299929,0.0383729862046579,45,0.0161912130935582,13.029999732971191,13.529999732971191,13.18000030517578,positive,Global,airline,airline,0.0,neutral,0,1.4897777610932443,0.0383729862046579,0.0431765192299929
DAL,2010-10-20 15:01:00,Profit Reports Lift Airline ETF,12.970000267028809,20095600.0,2,10,2010,0.0431765192299929,0.0383729862046579,31,0.0161912130935582,13.029999732971191,13.529999732971191,13.18000030517578,positive,Global,airline,airline,0.0,neutral,0,1.4897777610932443,0.0383729862046579,0.0431765192299929
DAL,2010-10-20 16:51:00,Delta Air Lines Jumps On Strong Q3 Earnings,12.970000267028809,20095600.0,2,10,2010,0.0431765192299929,0.0383729862046579,43,0.0161912130935582,13.029999732971191,13.529999732971191,13.18000030517578,positive,Global,airline,airline,0.4333333333333333,positive,0,1.4897777610932443,0.0383729862046579,0.0431765192299929
JBLU,2010-10-21 11:34:00,JetBlue Announces Third Quarter Results; EPS $.18 ,6.619999885559082,7321500.0,3,10,2010,0.0332326693099676,0.0088495488086772,50,0.0679758752086883,6.78000020980835,6.840000152587891,7.070000171661377,positive,Global,airline,airline,0.0,neutral,0,1.0482120719148393,0.0088495488086772,0.0332326693099676
ALK,2010-10-21 12:06:00,Alaska Air Group Reports Record Third Quarter Results; EPS $3.21 ,12.317500114440918,1654800.0,3,10,2010,0.0217170628147541,0.0182039148640408,65,0.0316622967078783,12.359999656677246,12.585000038146973,12.707500457763672,positive,Global,airline,airline,0.0,neutral,0,0.9431368686322502,0.0182039148640408,0.0217170628147541
DAL,2010-10-21 14:01:00,Delta Launches Nonstop Service Between Detroit and Sao Paulo,13.529999732971191,7956400.0,3,10,2010,-0.0258683987215831,-0.0200743128563738,60,-0.0044345504158562,13.449999809265137,13.18000030517578,13.470000267028809,negative,Global,airline,airline,0.0,neutral,0,0.5898439349092482,0.0200743128563738,0.0258683987215831
DAL,2010-10-22 12:33:00,Delta Air Lines Flies High - Analyst Blog,13.18000030517578,8404500.0,4,10,2010,0.02200303149759,0.0089887552157409,41,0.011380850914804,13.350000381469728,13.470000267028809,13.329999923706056,positive,Global,airline,airline,0.16,positive,0,0.6230636155729699,0.0089887552157409,0.02200303149759
JBLU,2010-10-22 14:48:00,JetBlue Posts Record 3Q Earnings,6.840000152587891,7029200.0,4,10,2010,0.0336257330325448,-0.0014123943718128,32,0.0555555013343074,7.079999923706055,7.070000171661377,7.21999979019165,positive,Global,airline,airline,0.0,neutral,0,1.0063637636964815,0.0014123943718128,0.0336257330325448
JBLU,2010-10-25 13:03:00,"JetBlue Beats, Posts Record Revenue - Analyst Blog",7.070000171661377,6201500.0,0,10,2010,0.0212163528837687,0.027026966530984,50,0.0099009466937211,7.03000020980835,7.21999979019165,7.139999866485596,positive,Global,airline,airline,0.0,neutral,0,0.8878627554435398,0.027026966530984,0.0212163528837687
DAL,2010-11-08 14:05:00,"Google Chrome Takes to Provide Free Wi-Fi on AirTran, Delta and Virgin America Flights ",14.09000015258789,8341100.0,0,11,2010,-0.0163236688019766,-0.0198020282777242,87,-0.0390347895513574,14.140000343322754,13.859999656677246,13.539999961853027,neutral,Global,airline,airline,0.4,positive,1,0.6183634866863822,0.0198020282777242,0.0163236688019766
JBLU,2010-11-11 14:26:00,Citigroup Downgrades JetBlue; Raises Price Target (JBLU),6.869999885559082,3104900.0,3,11,2010,-0.0087336162706003,0.0044247392393575,56,-0.0160115951251277,6.78000020980835,6.809999942779541,6.760000228881836,neutral,Global,airline,airline,0.0,neutral,0,0.4445255292069091,0.0044247392393575,0.0087336162706003
DAL,2010-11-19 17:01:00,United Labor Issues Cloud Merger,13.760000228881836,7653800.0,4,11,2010,0.0,0.0043795927337255,32,-0.0036337347313348,13.699999809265137,13.760000228881836,13.710000038146973,neutral,Global,airline,airline,0.0,neutral,0,0.5674108276366704,0.0043795927337255,0.0
JBLU,2010-12-08 15:04:00,JetBlue Receiving Lower Revenue Per Customer (JBLU),6.690000057220459,4334800.0,2,12,2010,0.0029895337452094,0.0014925715173912,51,0.0089686012356283,6.699999809265137,6.710000038146973,6.75,neutral,Global,airline,airline,0.0,neutral,0,0.620609122356955,0.0014925715173912,0.0029895337452094
